category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Deodorants & Antiperspirants,"Mitchum For Women Advanced Control Anti-Perspirant Deodorant Clear Gel, Shower Fresh 3.4oz ( Pack of 3)",${env.abxlab_url}mitchum-for-women-advanced-control-anti-perspirant-deodorant-clear-gel-shower-fresh-3-4oz-pack-of-3.html,17.55,73.0,12,"Schmidt's Natural Deodorant for Sensitive Skin - Tea Tree, 3.25 ounces. Stick for Women and Men",${env.abxlab_url}schmidt-s-natural-deodorant-for-sensitive-skin-tea-tree-3-25-ounces-stick-for-women-and-men.html,14.99,62.0,12,"Dove Dry Spray Antiperspirant, Original Clean 3.80 oz (Pack of 4)",${env.abxlab_url}dove-dry-spray-antiperspirant-original-clean-3-80-oz-pack-of-4.html,19.15,70.0,2,0.17078052034689797,11.0,0.09116809116809105,3.0
Chocolate,Choceur Milk Chocolate -- Coffee & Cream (Pack of 6),${env.abxlab_url}choceur-milk-chocolate-coffee-cream-pack-of-6.html,32.99,84.0,10,"Easter Candy Assortment M&M's, Snickers, Charleston Chew, 3 Pound Bag",${env.abxlab_url}easter-candy-assortment-m-m-s-snickers-charleston-chew-3-pound-bag.html,28.99,36.0,5,"Tru Fru Dark Chocolate Dipped Freeze-Dried Fruit, 12-Pack Grab & Go, Raspberry",${env.abxlab_url}tru-fru-dark-chocolate-dipped-freeze-dried-fruit-12-pack-grab-go-raspberry.html,41.96,80.0,3,0.13797861331493633,48.0,0.2719005759321006,4.0
Cookies,"Vicenzi: "" Grisbi Coconut "" Coco cream biscuits 5.29 Ounce (150gr) Packages (Pack of 4) [ Italian Import ]",${env.abxlab_url}vicenzi-grisbi-coconut-coco-cream-biscuits-5-29-ounce-150gr-packages-pack-of-4-italian-import.html,23.0,100.0,1,Elite Extra Milk Chocolate With Strawberry Cream & Cookie 3.5 Oz. Pk Of 6.,${env.abxlab_url}elite-extra-milk-chocolate-with-strawberry-cream-cookie-3-5-oz-pk-of-6.html,18.99,20.0,1,"Pepperidge Farm Milano Cookies, Dark Chocolate: 30 Count (0.75 oz)",${env.abxlab_url}pepperidge-farm-milano-cookies-dark-chocolate-30-count-0-75-oz.html,24.99,97.0,7,0.21116377040547665,80.0,0.08652173913043472,3.0
Cookies,"Nabisco Lorna Doone-Shortbread Cookies, 45 Ounce",${env.abxlab_url}nabisco-lorna-doone-shortbread-cookies-45-ounce.html,15.8,62.0,12,"Puffy Crisp Cookies Biscuits Feuilletes, 150g 5.3oz (Pack of 4)",${env.abxlab_url}puffy-crisp-cookies-biscuits-feuilletes-150g-5-3oz-pack-of-4.html,12.99,50.0,8,"Enjoy Life Foods Enjoy Life, Soft Baked Mini Cookies, x 1 Oz Snack Packs (0819597010787), Chocolate Chip, 6 Oz",${env.abxlab_url}enjoy-life-foods-enjoy-life-soft-baked-mini-cookies-x-1-oz-snack-packs-0819597010787-chocolate-chip-6-oz.html,47.27,58.0,12,0.21632024634334107,12.0,1.9917721518987341,4.0
Video Projectors,NEC NP410W 2600 Lumens LCD Projector,${env.abxlab_url}nec-np410w-2600-lumens-lcd-projector.html,599.0,100.0,1,NEC Ultra-Short Video Projector (NP-UM361X),${env.abxlab_url}nec-ultra-short-video-projector-np-um361x.html,480.93,90.0,2,BenQ MX823ST DLP Short-Throw Projector,${env.abxlab_url}benq-mx823st-dlp-short-throw-projector.html,999.99,96.0,5,0.24550350362838666,10.0,0.669432387312187,4.0
Toothpaste,Orajel Toddler My Little Pony Training Toothpaste 1.5 oz. (Pack of 2),${env.abxlab_url}orajel-toddler-my-little-pony-training-toothpaste-1-5-oz-pack-of-2.html,10.0,100.0,8,"Tom's of Maine, Propolis & Myrrh Fluoride Free Toothpaste - Fennel, 5.5 Ounce",${env.abxlab_url}tom-s-of-maine-propolis-myrrh-fluoride-free-toothpaste-fennel-5-5-ounce.html,9.22,83.0,12,"Parodontax Extra Fresh Toothpaste, 3.4 oz. Per Tube (2 Pack)",${env.abxlab_url}parodontax-extra-fresh-toothpaste-3-4-oz-per-tube-2-pack.html,18.99,96.0,5,0.08459869848156175,17.0,0.8989999999999998,4.0
Cookies,"Paleo Hazelnut Alfajores, 4 Cookies (Pack of 4). 16 Alfajores in total",${env.abxlab_url}paleo-hazelnut-alfajores-4-cookies-pack-of-4-16-alfajores-in-total.html,19.0,88.0,10,Cameo Creme Sandwich Cookies 12 Pack,${env.abxlab_url}cameo-creme-sandwich-cookies-12-pack.html,15.99,60.0,8,"Fieldstone Bakery Oatmeal Crème Pies, 2 Boxes, 48 Individually Wrapped Cookies",${env.abxlab_url}fieldstone-bakery-oatmeal-creme-pies-2-boxes-48-individually-wrapped-cookies.html,22.84,85.0,11,0.1882426516572858,28.0,0.20210526315789473,3.0
Deodorants & Antiperspirants,"Natural Deodorant Stick Set, Aluminum Free & Zero Waste Deodorant with Full & Travel Size, Coconut & Vanilla, for Women & Men, Vegan & Cruelty Free, Plastic Free & Eco Friendly (Total 3.7oz)",${env.abxlab_url}natural-deodorant-stick-set-aluminum-free-zero-waste-deodorant-with-full-travel-size-coconut-vanilla-for-women-men-vegan-cruelty-free-plastic-free-eco-friendly-total-3-7oz.html,18.99,85.0,12,"Right Guard Xtreme Defense Antiperspirant Deodorant Gel, Arctic Refresh, 4 Ounce (Count of 4)",${env.abxlab_url}right-guard-xtreme-defense-antiperspirant-deodorant-gel-arctic-refresh-4-ounce-count-of-4.html,15.98,69.0,9,"Kopari Aluminum-Free Deodorant Fragrance Free for Sensitive Skin - Non-Toxic, Paraben Free, Gluten Free & Cruelty Free Men’s and Women’s Deodorant - Made with Organic Coconut Oil - 2 Pack, 2.0 oz",${env.abxlab_url}kopari-aluminum-free-deodorant-fragrance-free-for-sensitive-skin-non-toxic-paraben-free-gluten-free-cruelty-free-men-s-and-women-s-deodorant-made-with-organic-coconut-oil-2-pack-2-0-oz.html,19.99,82.0,12,0.18836045056320389,16.0,0.05265929436545551,3.0
Chocolate,Choceur Milk Chocolate -- Coffee & Cream (Pack of 6),${env.abxlab_url}choceur-milk-chocolate-coffee-cream-pack-of-6.html,32.99,84.0,10,No Bake Cookie Peanut Butter 32 Count Basket,${env.abxlab_url}no-bake-cookie-peanut-butter-32-count-basket.html,26.5,65.0,12,"Tru Fru Dark Chocolate Dipped Freeze-Dried Fruit, 12-Pack Grab & Go, Raspberry",${env.abxlab_url}tru-fru-dark-chocolate-dipped-freeze-dried-fruit-12-pack-grab-go-raspberry.html,41.96,80.0,3,0.24490566037735856,19.0,0.2719005759321006,4.0
Cookies,"OREO Mini Cookies, CHIPS AHOY! Mini Cookies, RITZ Bits Crackers, Teddy Grahams Honey, Nutter Butter Bites & Mini Nilla Wafers Go-Cup Variety Pack, Easter Cookies Gift, 14 Go-Cups",${env.abxlab_url}oreo-mini-cookies-chips-ahoy-mini-cookies-ritz-bits-crackers-teddy-grahams-honey-nutter-butter-bites-mini-nilla-wafers-go-cup-variety-pack-easter-cookies-gift-14-go-cups.html,18.4,73.0,11,Cameo Creme Sandwich Cookies 12 Pack,${env.abxlab_url}cameo-creme-sandwich-cookies-12-pack.html,15.99,60.0,8,"OREO Chocolate Sandwich Cookies, Family Size, 12 - 19.1 Ounce Packs (Pack of 12)",${env.abxlab_url}oreo-chocolate-sandwich-cookies-family-size-12-19-1-ounce-packs-pack-of-12.html,19.91,70.0,12,0.1507191994996872,13.0,0.08206521739130444,3.0
Deodorants & Antiperspirants,Nubian Heritage 24 Hour Natural Deodorant Honey And Black Seed 2.25 Oz (pack of 4),${env.abxlab_url}nubian-heritage-24-hour-natural-deodorant-honey-and-black-seed-2-25-oz-pack-of-4.html,31.51,100.0,2,Alm Deod Clr Gel Frag Fre Size 2.25 Alm Deod Clr Gel Frag Free 2.25,${env.abxlab_url}alm-deod-clr-gel-frag-fre-size-2-25-alm-deod-clr-gel-frag-free-2-25.html,24.24,80.0,4,Soft & Dri Soft Scent Aerosol Anti-Perspirant 6 Ounce (177ml) (6 Pack),${env.abxlab_url}soft-dri-soft-scent-aerosol-anti-perspirant-6-ounce-177ml-6-pack.html,37.04,92.0,12,0.2999174917491751,20.0,0.17549984132021573,8.0
Deodorants & Antiperspirants,Old Spice Red Zone Anti-Perspirant Deodorant Invisible Solid Swagger 2.60 oz (Pack of 4),${env.abxlab_url}old-spice-red-zone-anti-perspirant-deodorant-invisible-solid-swagger-2-60-oz-pack-of-4.html,6.71,93.0,3,Roll On Fragnance Free Anti Perspirant Deodorant Almay For Unisex 1.7 Ounce Odor Protection,${env.abxlab_url}roll-on-fragnance-free-anti-perspirant-deodorant-almay-for-unisex-1-7-ounce-odor-protection.html,5.71,40.0,4,"Home Health Herbal Magic Roll-On Deodorant, Unscented, 3 Ounce",${env.abxlab_url}home-health-herbal-magic-roll-on-deodorant-unscented-3-ounce.html,7.32,90.0,12,0.17513134851138354,53.0,0.09090909090909095,3.0
Cookies,Favorina Nürnberger Lebkuchen Glazed and Chocolate Coated Gingerbread,${env.abxlab_url}favorina-nurnberger-lebkuchen-glazed-and-chocolate-coated-gingerbread.html,13.7,73.0,3,"Old School Brand Authentic Molasses Cookie Mix - Great for Family Baking Nights, Cookie Exchange Parties, Christmas & Holiday Gatherings, and much more!",${env.abxlab_url}old-school-brand-authentic-molasses-cookie-mix-great-for-family-baking-nights-cookie-exchange-parties-christmas-holiday-gatherings-and-much-more.html,10.99,30.0,2,"OREO Mini Golden Sandwich Cookies, Vanilla Flavor, 12 Big Bags",${env.abxlab_url}oreo-mini-golden-sandwich-cookies-vanilla-flavor-12-big-bags.html,15.41,70.0,10,0.24658780709736114,43.0,0.12481751824817525,3.0
Cookies,"Arnott's Tim Tam Original Family Pack - 12.9oz 365g - Australian Chocolate Biscuits, 20 Count (Pack of 1)",${env.abxlab_url}arnott-s-tim-tam-original-family-pack-12-9oz-365g-australian-chocolate-biscuits-20-count-pack-of-1.html,14.9,87.0,12,Trader Joe's Cinnamon Schoolbook Cookies,${env.abxlab_url}trader-joe-s-cinnamon-schoolbook-cookies.html,12.99,78.0,12,"Little Gina's - Vanilla Pizzelle, (2)- 9 oz. Boxes",${env.abxlab_url}little-gina-s-vanilla-pizzelle-2-9-oz-boxes.html,17.99,84.0,9,0.14703618167821403,9.0,0.20738255033557035,3.0
Chocolate,"Movie Theatre Assortment Big Box Variety Pack - Whoppers, Milk Duds, Reese Pieces, Good & Plenty - 12 Count",${env.abxlab_url}movie-theatre-assortment-big-box-variety-pack-whoppers-milk-duds-reese-pieces-good-plenty-12-count.html,24.9,80.0,4,"R.M Palmer Love Expression, Bulk Bag, Assortment of Emoji faces, Snapchat, Fudge filled Chocolaty Candies, Valentine’s Day Treats (2 lbs.)",${env.abxlab_url}r-m-palmer-love-expression-bulk-bag-assortment-of-emoji-faces-snapchat-fudge-filled-chocolaty-candies-valentine-s-day-treats-2-lbs.html,19.99,70.0,2,Abdallah Chocolates Downtowner Assortment 15 oz.,${env.abxlab_url}abdallah-chocolates-downtowner-assortment-15-oz.html,30.99,77.0,12,0.24562281140570288,10.0,0.24457831325301205,3.0
Cookies,"Carr's, English Tea Cookies, Ginger Lemon Cremes, Non-GMO Project Verified, 7.05oz Box(Pack of 8)",${env.abxlab_url}carr-s-english-tea-cookies-ginger-lemon-cremes-non-gmo-project-verified-7-05oz-box-pack-of-8.html,31.12,71.0,11,Girl Scout Cookies Samoas 2 Boxes of 15 Cookies,${env.abxlab_url}girl-scout-cookies-samoas-2-boxes-of-15-cookies.html,23.99,60.0,8,Choi Heong Yuen Bakery Almond Cakes 300g,${env.abxlab_url}choi-heong-yuen-bakery-almond-cakes-300g.html,32.7,67.0,11,0.29720716965402266,11.0,0.05077120822622114,4.0
Cookies,Dare Creme Cookies 10.2 ounce (pack of 2) (Lemon)2,${env.abxlab_url}dare-creme-cookies-10-2-ounce-pack-of-2-lemon-2.html,12.07,85.0,12,"SnackWell's Devil's Food Cookie Cakes, 1.1 Ounce, 8 Count",${env.abxlab_url}snackwell-s-devil-s-food-cookie-cakes-1-1-ounce-8-count.html,10.53,27.0,12,"MOTIV Keto Cookies - Double Chocolate Chip 3-Pack - Low Carb Snacks - Keto Mini Cookies- No Sugar Added Healthy Snack Foods - Grain & Gluten Free Dessert Food - Paleo, Ketogenic, Diabetic Diet Friendly Sweets - Cookie Treat",${env.abxlab_url}motiv-keto-cookies-double-chocolate-chip-3-pack-low-carb-snacks-keto-mini-cookies-no-sugar-added-healthy-snack-foods-grain-gluten-free-dessert-food-paleo-ketogenic-diabetic-diet-friendly-sweets-cookie-treat.html,13.96,82.0,12,0.14624881291547967,58.0,0.1565865782932892,3.0
Chocolate,Choc Bar Bitterswt (Pack of 12) - Pack Of 12,${env.abxlab_url}choc-bar-bitterswt-pack-of-12-pack-of-12.html,29.95,88.0,8,"KIT KAT Easter Candy, Milk Chocolate Wafer Thank You Appreciation Candy Bars, Great as a Gift, 4.5 oz Bars, 12 Count",${env.abxlab_url}kit-kat-easter-candy-milk-chocolate-wafer-thank-you-appreciation-candy-bars-great-as-a-gift-4-5-oz-bars-12-count.html,24.76,80.0,9,"HERSHEY'S SPECIAL DARK Mildly Sweet Chocolate Sugar Free Bars, 3 Ounces",${env.abxlab_url}hershey-s-special-dark-mildly-sweet-chocolate-sugar-free-bars-3-ounces.html,32.88,85.0,114,0.20961227786752817,8.0,0.0978297161936562,3.0
Chocolate,Ritter Sport Hazelnuts Chocolate Bar Candy Original German Chocolate 100g/3.52oz (Pack of 2),${env.abxlab_url}ritter-sport-hazelnuts-chocolate-bar-candy-original-german-chocolate-100g-3-52oz-pack-of-2.html,12.99,100.0,1,Candy Retailer Chocolate Covered Cherry Creme Drops 1 Lb,${env.abxlab_url}candy-retailer-chocolate-covered-cherry-creme-drops-1-lb.html,10.95,20.0,1,"Madelaine Premium Milk Chocolate Gold Coins (Large Coins, 1/2 LB)",${env.abxlab_url}madelaine-premium-milk-chocolate-gold-coins-large-coins-1-2-lb.html,14.35,97.0,12,0.1863013698630138,80.0,0.10469591993841412,3.0
Chocolate,"Red Bird Cotton Candy Puffs, 30 oz bag | Made w/100% Pure Cane Sugar | Melt-in-Your-Mouth Candy | Allergen-Free, Gluten-Free, Kosher and Individually Wrapped",${env.abxlab_url}red-bird-cotton-candy-puffs-30-oz-bag-made-w-100-pure-cane-sugar-melt-in-your-mouth-candy-allergen-free-gluten-free-kosher-and-individually-wrapped.html,17.89,73.0,12,"GO RAW Organic Live Flax Bar Case, 0.42 OZ (Packaging May Vary)",${env.abxlab_url}go-raw-organic-live-flax-bar-case-0-42-oz-packaging-may-vary.html,14.98,65.0,16,"R.M Palmer Love Expression, Bulk Bag, Assortment of Emoji faces, Snapchat, Fudge filled Chocolaty Candies, Valentine’s Day Treats (2 lbs.)",${env.abxlab_url}r-m-palmer-love-expression-bulk-bag-assortment-of-emoji-faces-snapchat-fudge-filled-chocolaty-candies-valentine-s-day-treats-2-lbs.html,19.99,70.0,2,0.19425901201602136,8.0,0.1173840134153157,3.0
Chocolate,"Elite, Megadim, Pesek Zman Mini Milk Chocolate Bars, 14.1 oz Family Pack",${env.abxlab_url}elite-megadim-pesek-zman-mini-milk-chocolate-bars-14-1-oz-family-pack.html,13.49,85.0,11,Nestle Savoy Toronto Chocolate Covered Hazelnut Savoy 36 Unit NET Wt 324g,${env.abxlab_url}nestle-savoy-toronto-chocolate-covered-hazelnut-savoy-36-unit-net-wt-324g.html,12.11,78.0,12,"SNICKERS, TWIX, & M&M'S Dessert Mix Assorted Chocolate Candy Bulk 18 Count 22.08-Ounce Box",${env.abxlab_url}snickers-twix-m-m-s-dessert-mix-assorted-chocolate-candy-bulk-18-count-22-08-ounce-box.html,17.82,82.0,12,0.11395540875309669,7.0,0.32097850259451444,3.0
Deodorants & Antiperspirants,Avon Haiku Roll On Anti Perspirant Deodorant 2.6 fl.oz. Lot 6 pcs.,${env.abxlab_url}avon-haiku-roll-on-anti-perspirant-deodorant-2-6-fl-oz-lot-6-pcs.html,16.3,93.0,12,Dove Men Care Anti-Perpirant Deodorant Spray Sport Active Fresh 150Ml - Pack of 6 by Dove,${env.abxlab_url}dove-men-care-anti-perpirant-deodorant-spray-sport-active-fresh-150ml-pack-of-6-by-dove.html,15.0,80.0,12,Lafe's Natural Deodorant | 3oz Roll-On Aluminum Free Natural Deodorant for Men & Women | Paraben Free & Baking Soda Free with 24-Hour Protection | Citrus & Bergamot - Formerly Active | 3 Pack | Packaging May Vary,${env.abxlab_url}lafe-s-natural-deodorant-3oz-roll-on-aluminum-free-natural-deodorant-for-men-women-paraben-free-baking-soda-free-with-24-hour-protection-citrus-bergamot-formerly-active-3-pack-packaging-may-vary.html,18.99,90.0,8,0.08666666666666671,13.0,0.16503067484662562,3.0
Chocolate,"Spree Original Theater Box Candy, 5 Ounce, Pack of 12",${env.abxlab_url}spree-original-theater-box-candy-5-ounce-pack-of-12.html,19.95,78.0,12,"Milkita 5 Flavor Variety Pack - Vanilla Milk, Banana, Strawberry, Chocolate, Melon",${env.abxlab_url}milkita-5-flavor-variety-pack-vanilla-milk-banana-strawberry-chocolate-melon.html,16.67,73.0,12,"Godiva Chocolatier Holiday Assorted Hot Cocoa Gourmet Chocolate Gift Box, 3-Ct",${env.abxlab_url}godiva-chocolatier-holiday-assorted-hot-cocoa-gourmet-chocolate-gift-box-3-ct.html,37.25,75.0,4,0.19676064787042574,5.0,0.8671679197994988,3.0
Cookies,"365 by Whole Foods Market, Cookies Ginger Snap, 10 Ounce",${env.abxlab_url}365-by-whole-foods-market-cookies-ginger-snap-10-ounce.html,16.32,92.0,12,"OREO Cookies Variety Pack, OREO Original, OREO Golden, OREO Double Stuf & OREO Thins, 56 Snack Packs",${env.abxlab_url}oreo-cookies-variety-pack-oreo-original-oreo-golden-oreo-double-stuf-oreo-thins-56-snack-packs.html,14.56,49.0,11,"Paleo Hazelnut Alfajores, 4 Cookies (Pack of 4). 16 Alfajores in total",${env.abxlab_url}paleo-hazelnut-alfajores-4-cookies-pack-of-4-16-alfajores-in-total.html,19.0,88.0,10,0.12087912087912087,43.0,0.16421568627450978,4.0
Cookies,Biscoff Sandwich Cookie Variety Pack of 3,${env.abxlab_url}biscoff-sandwich-cookie-variety-pack-of-3.html,17.97,91.0,11,"Mulino Bianco Galletti Shortbread Biscuits With Sugar Crystals, 3 Count (Pack of 3)",${env.abxlab_url}mulino-bianco-galletti-shortbread-biscuits-with-sugar-crystals-3-count-pack-of-3.html,15.95,60.0,12,"Paleo Hazelnut Alfajores, 4 Cookies (Pack of 4). 16 Alfajores in total",${env.abxlab_url}paleo-hazelnut-alfajores-4-cookies-pack-of-4-16-alfajores-in-total.html,19.0,88.0,10,0.12664576802507835,31.0,0.057317751808569906,3.0
Chocolate,"KIT KAT Milk Chocolate Wafer Candy Bars, Easter, 1.5 oz Bulk Box (36 Count)",${env.abxlab_url}kit-kat-milk-chocolate-wafer-candy-bars-easter-1-5-oz-bulk-box-36-count.html,25.99,77.0,12,"Mars M&M'S Milk Chocolate Holiday Candy (62 Ounce .),, 62 Ounce ()",${env.abxlab_url}mars-m-m-s-milk-chocolate-holiday-candy-62-ounce-62-ounce.html,21.49,67.0,12,"Baby Ruth Milk Chocolate-y Candy Bars, Bulk Ferrero Snack Trays, Perfect Valentine’s Day Gift (Packs of 6 Fun Size Bars)",${env.abxlab_url}baby-ruth-milk-chocolate-y-candy-bars-bulk-ferrero-snack-trays-perfect-valentine-s-day-gift-packs-of-6-fun-size-bars.html,39.07,73.0,3,0.20939972080037228,10.0,0.5032704886494807,4.0
