category,target_name,target_url,target_price,target_rating,target_reviews,competitor_name,competitor_url,competitor_price,competitor_rating,competitor_reviews,decoy_name,decoy_url,decoy_price,decoy_rating,decoy_reviews,tc_price_premium_pct,tc_rating_adv,dt_price_premium_pct,td_rating_adv
Cookies,"MOTIV Keto Cookies - Double Chocolate Chip 3-Pack - Low Carb Snacks - Keto Mini Cookies- No Sugar Added Healthy Snack Foods - Grain & Gluten Free Dessert Food - Paleo, Ketogenic, Diabetic Diet Friendly Sweets - Cookie Treat",${env.abxlab_url}motiv-keto-cookies-double-chocolate-chip-3-pack-low-carb-snacks-keto-mini-cookies-no-sugar-added-healthy-snack-foods-grain-gluten-free-dessert-food-paleo-ketogenic-diabetic-diet-friendly-sweets-cookie-treat.html,13.96,82.0,12,"Pocky Biscuit Sticks Variety, Chocolate, Strawberry, Cookies & Cream, and Almond ,Pack of 4 Boxes",${env.abxlab_url}pocky-biscuit-sticks-variety-chocolate-strawberry-cookies-cream-and-almond-pack-of-4-boxes.html,12.95,68.0,10,Harry & David Dark Chocolate Wafer Rolls 10 oz,${env.abxlab_url}harry-david-dark-chocolate-wafer-rolls-10-oz.html,15.95,80.0,3,0.07799227799227812,14.0,0.14255014326647553,2.0
Chocolate,Atk Endlge Choc Peanut Ca Size 6.0z Atk Endulge Chocolate Peanut Candies,${env.abxlab_url}atk-endlge-choc-peanut-ca-size-6-0z-atk-endulge-chocolate-peanut-candies.html,26.65,80.0,4,"Hershey's Miniatures Easter, Assorted Chocolate Candy Bars, Easter (2 Pounds)",${env.abxlab_url}hershey-s-miniatures-easter-assorted-chocolate-candy-bars-easter-2-pounds.html,23.61,70.0,12,Abdallah Chocolates Downtowner Assortment 15 oz.,${env.abxlab_url}abdallah-chocolates-downtowner-assortment-15-oz.html,30.99,77.0,12,0.12875900042354932,10.0,0.1628517823639775,3.0
Cheese,Wisconsin Cheese Company's - Fresh Healthy Gouda Cheese Block Snacks. (2-15oz Packages Approx. 1.8lbs) Famous Wisconsin Cheese Quality Gouda Cheese! 100% Wisconsin Cheese Package.,${env.abxlab_url}wisconsin-cheese-company-s-fresh-healthy-gouda-cheese-block-snacks-2-15oz-packages-approx-1-8lbs-famous-wisconsin-cheese-quality-gouda-cheese-100-wisconsin-cheese-package.html,39.99,100.0,1,Queijo Minas Mineiro Curado Brazilian Minas Cheese Gourmet Aged Cheese,${env.abxlab_url}queijo-minas-mineiro-curado-brazilian-minas-cheese-gourmet-aged-cheese.html,33.99,85.0,4,"365 by Whole Foods Market Shaved Italian Cheese Blend, 5 Ounce",${env.abxlab_url}365-by-whole-foods-market-shaved-italian-cheese-blend-5-ounce.html,44.36,96.0,9,0.17652250661959398,15.0,0.1092773193298324,4.0
Speakers,Klipsch RP-400M Reference Premiere Bookshelf Speakers - Pair (Ebony),${env.abxlab_url}klipsch-rp-400m-reference-premiere-bookshelf-speakers-pair-ebony.html,399.0,88.0,12,"VIZIO SB36514-G6 36"" 5.1.4 Premium Home Theater Sound System with Dolby Atmos and Wireless Subwoofer,Black (Renewed)",${env.abxlab_url}vizio-sb36514-g6-36-5-1-4-premium-home-theater-sound-system-with-dolby-atmos-and-wireless-subwoofer-black-renewed.html,349.0,73.0,12,"ELAC Uni-Fi 2.0 UC52 Center Speaker (Each), Black (UC52-BK)",${env.abxlab_url}elac-uni-fi-2-0-uc52-center-speaker-each-black-uc52-bk.html,459.98,84.0,11,0.14326647564469913,15.0,0.1528320802005013,4.0
Cookies,Biscoff Cookies Original Singles Pack (128 Cookies / 35.2 oz Total),${env.abxlab_url}biscoff-cookies-original-singles-pack-128-cookies-35-2-oz-total.html,14.36,88.0,12,Fudge's Salted Caramel Florentines - 8 per pack,${env.abxlab_url}fudge-s-salted-caramel-florentines-8-per-pack.html,13.53,80.0,3,"Protein Wafer Peanut Butter - Box of 12 Bars, Peanut Butter, 12 Count",${env.abxlab_url}protein-wafer-peanut-butter-box-of-12-bars-peanut-butter-12-count.html,14.95,85.0,4,0.061345158906134525,8.0,0.04108635097493035,3.0
Chocolate,One Bag of Cloetta Polly Original Swedish Milk Chocolate Candy Candies Sweets 200g,${env.abxlab_url}one-bag-of-cloetta-polly-original-swedish-milk-chocolate-candy-candies-sweets-200g.html,10.9,88.0,12,"HU KITCHEN Chocolate Covered Cashews, 4 OZ",${env.abxlab_url}hu-kitchen-chocolate-covered-cashews-4-oz.html,9.89,73.0,45,Andes Mints Classic Crème de Menthe Chocolate Candy 25oz bag,${env.abxlab_url}andes-mints-classic-creme-de-menthe-chocolate-candy-25oz-bag.html,12.44,84.0,9,0.10212335692618804,15.0,0.1412844036697247,4.0
Cookies,"Walkers W116 Shortbread Cookies, 2/Pack, 24 Packs/Box",${env.abxlab_url}walkers-w116-shortbread-cookies-2-pack-24-packs-box.html,33.4,78.0,8,"Donde Bizcochitos Cookies, 5.29 Ounce (Pack of 12)",${env.abxlab_url}donde-bizcochitos-cookies-5-29-ounce-pack-of-12.html,29.99,68.0,8,CYBELES COOKIE CHC CHNK BROWNIE,${env.abxlab_url}cybeles-cookie-chc-chnk-brownie.html,38.36,73.0,12,0.11370456818939648,10.0,0.14850299401197609,5.0
Chocolate,Cadbury Curly Wurly Chocolate Chewy Bars | Total 6 bars of British Chocolate Candy,${env.abxlab_url}cadbury-curly-wurly-chocolate-chewy-bars-total-6-bars-of-british-chocolate-candy.html,11.75,80.0,12,"HU KITCHEN Chocolate Covered Cashews, 4 OZ",${env.abxlab_url}hu-kitchen-chocolate-covered-cashews-4-oz.html,9.89,73.0,45,Nestle Savoy Toronto Chocolate Covered Hazelnut Savoy 36 Unit NET Wt 324g,${env.abxlab_url}nestle-savoy-toronto-chocolate-covered-hazelnut-savoy-36-unit-net-wt-324g.html,12.11,78.0,12,0.18806875631951459,7.0,0.03063829787234038,2.0
Chocolate,"Milka Chocolate Oreo, Large Bar 300g (Oreo)",${env.abxlab_url}milka-chocolate-oreo-large-bar-300g-oreo.html,8.99,82.0,12,"Green & Black's Organic Dark Chocolate Bar, 85% Cacao, Valentines Day Chocolate Candy, 3.17 oz",${env.abxlab_url}green-black-s-organic-dark-chocolate-bar-85-cacao-valentines-day-chocolate-candy-3-17-oz.html,7.94,68.0,12,Milka & LU Biscuits Chocolate Bar Candy Original German Chocolate 87g/3.06oz (Pack of 2),${env.abxlab_url}milka-lu-biscuits-chocolate-bar-candy-original-german-chocolate-87g-3-06oz-pack-of-2.html,10.22,80.0,3,0.1322418136020151,14.0,0.13681868743047834,2.0
Cookies,"Archway Cookies, Oatmeal Classic Soft, 9.5 Oz",${env.abxlab_url}archway-cookies-oatmeal-classic-soft-9-5-oz.html,29.53,80.0,12,"Oreo Partnership Family Size Le, Chocolate",${env.abxlab_url}oreo-partnership-family-size-le-chocolate.html,24.61,65.0,11,"Walkers W116 Shortbread Cookies, 2/Pack, 24 Packs/Box",${env.abxlab_url}walkers-w116-shortbread-cookies-2-pack-24-packs-box.html,33.4,78.0,8,0.19991873222267378,15.0,0.1310531662715881,2.0
Chocolate,"Movie Theatre Assortment Big Box Variety Pack - Whoppers, Milk Duds, Reese Pieces, Good & Plenty - 12 Count",${env.abxlab_url}movie-theatre-assortment-big-box-variety-pack-whoppers-milk-duds-reese-pieces-good-plenty-12-count.html,24.9,80.0,4,"Mars M&M'S Milk Chocolate Holiday Candy (62 Ounce .),, 62 Ounce ()",${env.abxlab_url}mars-m-m-s-milk-chocolate-holiday-candy-62-ounce-62-ounce.html,21.49,67.0,12,"Elite, Dairy Free Bittersweet Dark Chocolate Bar 3.5oz (12 Pack) Vegan Friendly, Gluten Free, Kosher",${env.abxlab_url}elite-dairy-free-bittersweet-dark-chocolate-bar-3-5oz-12-pack-vegan-friendly-gluten-free-kosher.html,25.99,78.0,12,0.15867845509539322,13.0,0.04377510040160642,2.0
